"","year","id","age","t","coll","nchild","nchildA","agey","Xt","Xf","Xp","wage","earn","husb","outmarr","outsplit","outn","outh","flag"
"8720","2018",695,39,18,1,0,0,NA,17,8,9,28.5609788134508,59049.7596642069,1,0,0,0,1,-1
"8721","2001",696,22,1,0,2,2,0,0,0,0,2.95975763367068,NA,0,0,0,0,2,-1
"8722","2002",696,23,2,0,2,2,1,1,1,0,17.4784187695184,NA,0,0,0,0,2,-1
"8723","2003",696,24,3,0,2,2,2,2,2,0,NA,NA,0,0,0,0,2,-1
"8724","2004",696,25,4,0,2,2,3,3,3,0,23.6756411323931,NA,0,0,0,0,1,-1
"8725","2005",696,26,5,0,2,2,4,4,3,1,NA,NA,0,0,0,0,2,-1
"8726","2006",696,27,6,0,2,2,5,5,4,1,20.4751991396102,NA,0,0,0,1,2,-1
"8727","2007",696,28,7,0,3,3,0,6,5,1,9.13461538461539,NA,0,0,0,0,2,-1
"8728","2008",696,29,8,0,3,3,1,7,6,1,9.42904395897846,NA,0,0,0,0,2,-1
"8729","2009",696,30,9,0,3,3,2,8,7,1,7.62302073768161,NA,0,0,0,0,2,-1
"8730","2010",696,31,10,0,3,3,3,9,8,1,9.55000019073486,NA,0,0,0,0,2,-1
"8731","2011",696,32,11,0,3,3,4,10,9,1,NA,NA,0,0,0,0,2,-1
"8732","2012",696,33,12,0,3,3,5,11,10,1,6.70520722459095,NA,0,0,0,0,2,-1
"8733","2013",696,34,13,0,3,3,6,12,11,1,13.5005106587845,18720.7081135145,0,0,0,0,2,-1
"8734","2014",696,35,14,0,3,3,7,13,12,1,3.85938198025338,25377.0480873209,0,1,0,0,2,-1
"8735","2015",696,36,15,0,3,3,8,14,13,1,15.4807947888191,NA,1,0,0,0,2,-1
"8736","2016",696,37,16,0,2,3,9,15,14,1,13.3737115093611,NA,1,0,1,0,2,-1
"8737","2017",696,38,17,0,2,3,10,16,15,1,14.9690418507732,NA,0,0,0,0,2,-1
"8738","2018",696,39,18,0,2,3,11,17,16,1,14.840594142229,NA,0,0,0,0,2,-1
"8739","2003",697,24,3,0,0,0,NA,1,1,0,9.87572463768116,NA,0,0,0,0,1,-1
"8740","2004",697,25,4,0,0,0,NA,2,1,1,25.2224652365366,NA,0,1,1,0,1,-1
"8741","2005",697,26,5,0,0,0,NA,3,1,2,16.1036275552405,NA,0,0,0,0,2,-1
"8742","2006",697,27,6,0,0,0,NA,4,2,2,18.6472489587844,NA,0,0,0,0,2,-1
"8743","2007",697,28,7,0,0,0,NA,5,3,2,17.3076923076923,NA,0,0,0,0,2,-1
"8744","2008",697,29,8,0,0,0,NA,6,4,2,19.870874548891,NA,0,0,0,0,2,-1
"8745","2009",697,30,9,0,0,0,NA,7,5,2,12.6688378831366,NA,0,0,0,1,2,-1
"8746","2010",697,31,10,0,2,2,0,8,6,2,17.6499996185303,NA,0,0,0,0,2,-1
"8747","2011",697,32,11,0,2,2,1,9,7,2,27.5261896791882,11632.8071165961,0,0,0,0,1,-1
"8748","2012",697,33,12,0,2,2,2,10,7,3,21.587727815979,23743.6518375916,0,1,0,0,2,-1
"8749","2013",697,34,13,0,2,2,3,11,8,3,25.7152583976848,18720.7081135145,1,0,0,0,2,-1
"8750","2014",697,35,14,0,2,2,4,12,9,3,40.2702106404672,12895.3095431198,1,0,0,0,2,-1
"8751","2015",697,36,15,0,2,2,5,13,10,3,24.7692716621106,NA,1,0,0,0,2,-1
"8752","2016",697,37,16,0,2,2,6,14,11,3,38.0314919693626,NA,1,0,0,0,2,-1
"8753","2003",698,24,3,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,1,-1
"8754","2004",698,25,4,0,0,0,NA,1,0,1,5.65629656323685,NA,0,0,0,0,2,-1
"8755","2005",698,26,5,0,0,0,NA,2,1,1,8.58860136279491,NA,0,0,0,0,2,-1
"8756","2006",698,27,6,0,0,0,NA,3,2,1,6.8899637651065,NA,0,0,0,0,2,-1
"8757","2007",698,28,7,0,0,0,NA,4,3,1,10.2040816326531,NA,0,0,0,0,2,-1
"8758","2008",698,29,8,0,0,0,NA,5,4,1,13.470062384597,NA,0,0,0,0,2,-1
"8759","2009",698,30,9,0,0,0,NA,6,5,1,9.77310350984822,NA,0,0,0,0,2,-1
"8760","2010",698,31,10,0,0,0,NA,7,6,1,12.6999998092651,NA,0,0,0,0,2,-1
"8761","2011",698,32,11,0,0,0,NA,8,7,1,12.1175074131209,NA,0,0,0,0,2,-1
"8762","2012",698,33,12,0,0,0,NA,9,8,1,17.5608046817031,NA,0,0,0,0,2,-1
"8763","2013",698,34,13,0,0,0,NA,10,9,1,12.6004766148655,NA,0,0,0,0,2,-1
"8764","2014",698,35,14,0,0,0,NA,11,10,1,14.6361766476733,NA,0,0,0,0,2,-1
"8765","2001",699,22,1,0,1,1,2,0,0,0,NA,NA,0,0,0,0,2,-1
"8766","2002",699,23,2,0,1,1,3,1,1,0,16.2057181492244,NA,0,0,0,0,2,-1
"8767","2003",699,24,3,0,1,1,4,2,2,0,15.3833403010033,NA,0,0,0,0,2,-1
"8768","2004",699,25,4,0,1,1,5,3,3,0,18.1116916278457,NA,0,0,0,0,2,-1
"8769","2005",699,26,5,0,1,1,6,4,4,0,16.1036275552405,NA,0,0,0,0,2,-1
"8770","2006",699,27,6,0,1,1,7,5,5,0,15.9107329777687,NA,0,0,0,0,2,-1
"8771","2007",699,28,7,0,1,1,8,6,6,0,18.75,NA,0,0,0,1,2,-1
"8772","2008",699,29,8,0,2,2,0,7,7,0,22.3116901749032,NA,0,0,0,0,2,-1
"8773","2009",700,30,9,0,3,3,5,5,0,5,11.9991993093136,NA,0,0,0,0,1,-1
"8774","2010",700,31,10,0,3,3,6,6,0,6,14.3500003814697,NA,0,0,0,0,1,-1
"8775","2011",700,32,11,0,3,3,7,7,0,7,7.34394388673993,NA,0,0,0,0,1,-1
"8776","2012",700,33,12,0,3,3,8,8,0,8,7.73093336438925,NA,0,0,0,0,1,-1
"8777","2013",700,34,13,0,3,3,9,9,0,9,8.1003063952707,25272.9559532446,0,0,0,0,2,-1
"8778","2014",700,35,14,0,3,3,10,10,1,9,7.89377134637144,25488.500405515,0,0,0,0,2,-1
"8779","2015",700,36,15,0,3,3,11,11,2,9,15.9231032113568,24840.0410097166,0,1,0,0,2,-1
"8780","2016",700,37,16,0,3,3,12,12,3,9,15.7268298155701,24530.584524618,1,0,0,0,2,-1
"8781","2011",701,32,11,0,0,0,NA,10,0,10,9.8117468932153,31020.8189775895,0,0,0,0,1,-1
"8782","2012",701,33,12,0,0,0,NA,11,0,11,12.2042374068214,37989.8429401465,0,0,0,0,1,-1
"8783","2013",701,34,13,0,0,0,NA,12,0,12,9.47404256756807,33697.2746043261,0,1,0,0,1,-1
"8784","2014",701,35,14,0,0,0,NA,13,0,13,13.6321845498398,38685.9286293593,1,0,0,1,1,-1
"8785","2015",701,36,15,0,1,1,0,14,0,14,13.2692526761307,36800.0607551357,1,0,0,0,1,-1
"8786","2016",701,37,16,0,1,1,1,15,0,15,13.8552375555713,38158.6870382947,1,0,0,0,1,-1
"8787","2017",701,38,17,0,1,1,2,16,0,16,13.685981120707,32914.7845953003,1,0,0,0,1,-1
"8788","2018",701,39,18,0,1,1,3,17,0,17,15.2660995645826,34735.1527436511,1,0,0,0,1,-1
"8789","2001",702,22,1,1,0,0,NA,0,0,0,0.473561221387308,NA,0,0,0,0,1,-1
"8790","2002",702,23,2,1,0,0,NA,1,0,1,8.86041883003188,NA,0,0,0,0,2,-1
"8791","2003",702,24,3,1,0,0,NA,2,1,1,6.05150786308973,NA,0,0,0,0,2,-1
"8792","2004",702,25,4,1,0,0,NA,3,2,1,9.83503027960887,NA,0,0,0,0,1,-1
"8793","2005",702,26,5,1,0,0,NA,4,2,2,7.97512983688099,NA,0,0,0,0,1,-1
"8794","2006",702,27,6,1,0,0,NA,5,2,3,17.7170490922625,NA,0,0,0,0,2,-1
"8795","2007",702,28,7,1,0,0,NA,6,3,3,20.1923076923077,45000,0,0,0,0,2,-1
"8796","2008",702,29,8,1,0,0,NA,7,4,3,25.6741414805263,45575.3983920336,0,0,0,0,2,-1
"8797","2009",702,30,9,1,0,0,NA,8,5,3,21.1099035812722,NA,0,1,0,0,2,-1
"8798","2010",702,31,10,1,0,0,NA,9,6,3,22.6399993896484,54641,1,0,0,0,2,-1
"8799","2011",702,32,11,1,0,0,NA,10,7,3,26.0992467359527,54286.4332107816,1,0,0,0,2,-1
"8800","2012",702,33,12,1,0,0,NA,11,8,3,27.4001745828801,53185.7801162051,1,0,0,0,2,-1
"8801","2002",703,23,2,0,0,0,NA,1,1,0,10.9088604780434,NA,0,0,0,0,1,-1
"8802","2003",703,24,3,0,0,0,NA,2,1,1,15.8011594202899,NA,0,0,0,0,1,-1
"8803","2004",703,25,4,0,0,0,NA,3,1,2,7.09922933189752,NA,0,0,0,0,1,-1
"8804","2005",703,26,5,0,0,0,NA,4,1,3,NA,NA,0,0,0,0,1,-1
"8805","2006",703,27,6,0,0,0,NA,5,1,4,7.10628947138786,NA,0,0,0,0,1,-1
"8806","2007",703,28,7,0,0,0,NA,6,1,5,11.5384615384615,NA,0,0,0,0,1,-1
"8807","2008",703,29,8,0,0,0,NA,7,1,6,0.151918000676791,NA,0,0,0,0,1,-1
"8808","2001",704,22,1,1,0,0,NA,0,0,0,7.89268702312181,18468.887634105,0,0,0,0,1,-1
"8809","2002",704,23,2,1,0,0,NA,1,0,1,11.2603681583203,33938.6770428016,0,0,0,0,1,-1
"8810","2003",704,24,3,1,0,0,NA,2,0,2,9.11605351170569,43848.2173913044,0,1,0,0,1,-1
"8811","2004",704,25,4,1,0,0,NA,3,0,3,8.87692245885264,54254.2721016411,1,0,0,0,1,-1
"8812","2005",704,26,5,1,0,0,NA,4,0,4,15.0300523848911,55825.9088581669,1,0,0,0,2,-1
"8813","2006",704,27,6,1,0,0,NA,5,1,4,15.0778797048614,68142.5,1,0,0,0,2,-1
"8814","2007",704,28,7,1,0,0,NA,6,2,4,18.2692307692308,60000,1,0,0,0,2,-1
"8815","2008",704,29,8,1,0,0,NA,7,3,4,20.2557326186816,101278.663093408,1,0,0,0,2,-1
"8816","2009",704,30,9,1,0,0,NA,8,4,4,31.3889089198655,NA,1,0,0,1,1,-1
"8817","2010",704,31,10,1,1,1,0,9,4,5,NA,123940,1,0,0,0,0,-1
"8818","2011",704,32,11,1,1,1,1,9,4,5,NA,140563.085992202,1,0,0,0,0,-1
"8819","2012",704,33,12,1,1,1,2,9,4,5,NA,138662.926731535,1,0,0,0,0,-1
"8820","2013",704,34,13,1,1,1,3,9,4,5,NA,140405.310851359,1,0,0,0,0,-1
"8821","2014",704,35,14,1,1,1,4,9,4,5,NA,165796.836982968,1,0,0,0,0,-1
"8822","2015",704,36,15,1,1,1,5,9,4,5,NA,184000.303775679,1,0,0,0,0,-1
"8823","2016",704,37,16,1,1,1,6,9,4,5,NA,160811.609661385,1,0,0,0,0,-1
"8824","2017",704,38,17,1,1,1,7,9,4,5,NA,172580.221932115,1,0,0,0,0,-1
"8825","2018",704,39,18,1,1,1,8,9,4,5,NA,170202.24844389,1,0,0,0,0,-1
"8826","2005",705,26,5,1,0,0,NA,4,4,0,18.7875654811139,31262.5089605735,0,0,0,0,2,-1
"8827","2006",705,27,6,1,0,0,NA,5,5,0,22.1733531746032,37856.9444444444,0,0,0,0,2,-1
"8828","2007",705,28,7,1,0,0,NA,6,6,0,20.1923076923077,55000,0,1,0,0,2,-1
"8829","2008",705,29,8,1,0,0,NA,7,7,0,20.2557326186816,56716.0513323084,1,0,0,0,2,-1
"8830","2009",705,30,9,1,0,0,NA,8,8,0,20.5235173706813,56918.554841356,1,0,0,0,2,-1
"8831","2010",705,31,10,1,0,0,NA,9,9,0,20.7099990844727,53000,1,0,0,1,2,-1
"8832","2011",705,32,11,1,1,1,0,10,10,0,13.0496233679763,62041.637955179,1,0,0,1,2,-1
"8833","2012",705,33,12,1,2,2,0,11,11,0,15.6328195003518,62683.2408512418,1,0,0,0,2,-1
"8834","2013",705,34,13,1,2,2,1,12,12,0,17.4006581824334,NA,1,0,0,1,1,-1
"8835","2014",705,35,14,1,3,3,0,13,12,1,16.423097726428,NA,1,0,0,0,2,-1
"8836","2015",705,36,15,1,3,3,1,14,13,1,18.5769537465829,NA,1,0,1,0,2,-1
"8837","2016",705,37,16,1,3,3,2,15,14,1,23.7038131107539,NA,0,0,0,0,2,-1
"8838","2017",705,38,17,1,3,3,3,16,15,1,23.9504669612372,NA,0,0,0,0,2,-1
"8839","2018",705,39,18,1,3,3,4,17,16,1,29.5509301366285,NA,0,0,0,0,1,-1
"8840","2005",706,26,5,1,0,0,NA,2,2,0,15.5668399700658,52476.3543266769,0,0,0,0,2,-1
"8841","2006",706,27,6,1,0,0,NA,3,3,0,17.8035791684711,55162.9761904762,0,1,0,0,2,-1
"8842","2007",706,28,7,1,0,0,NA,4,4,0,13.4615384615385,50000,1,0,0,0,2,-1
"8843","2008",706,29,8,1,0,0,NA,5,5,0,15.6272980243908,50639.331546704,1,0,0,0,2,-1
"8844","2009",706,30,9,1,0,0,NA,6,6,0,14.6596552647723,60984.1659014529,1,0,0,0,2,-1
"8845","2010",706,31,10,1,0,0,NA,7,7,0,17.2299995422363,60000,1,0,0,0,2,-1
"8846","2011",706,32,11,1,0,0,NA,8,8,0,13.9817393228318,58164.0355829803,1,0,0,0,2,-1
"8847","2012",706,33,12,1,0,0,NA,9,9,0,14.7780493022463,80728.4162478114,1,0,0,0,2,-1
"8848","2013",706,34,13,1,0,0,NA,10,10,0,15.7505957685819,102963.89462433,1,0,0,0,2,-1
"8849","2014",706,35,14,1,0,0,NA,11,11,0,15.5020041876337,101320.28926737,1,0,0,0,2,-1
"8850","2015",706,36,15,1,0,0,NA,12,12,0,15.4807947888191,120520.198973069,1,0,0,0,2,-1
"8851","2016",706,37,16,1,0,0,NA,13,13,0,17.1623232110279,119018.761952776,1,0,0,0,2,-1
"8852","2017",706,38,17,1,0,0,NA,14,14,0,19.6735978610163,145892.558746736,1,0,0,0,2,-1
"8853","2018",706,39,18,1,0,0,NA,15,15,0,19.8164043752448,142414.12624897,1,0,0,0,2,-1
"8854","2001",707,22,1,1,0,0,NA,0,0,0,9.34660305369688,NA,0,0,0,0,2,-1
"8855","2002",707,23,2,1,0,0,NA,1,1,0,10.3876589964124,NA,0,0,0,0,2,-1
"8856","2003",707,24,3,1,0,0,NA,2,2,0,12.1129561036789,NA,0,0,0,0,2,-1
"8857","2004",707,25,4,1,0,0,NA,3,3,0,13.9329584619089,NA,0,0,0,0,2,-1
"8858","2005",707,26,5,1,0,0,NA,4,4,0,15.0300523848911,NA,0,0,0,0,2,-1
"8859","2006",707,27,6,1,0,0,NA,5,5,0,11.6815716348754,NA,0,0,0,0,2,-1
"8860","2007",707,28,7,1,0,0,NA,6,6,0,13.4615384615385,NA,0,0,0,0,2,-1
"8861","2008",707,29,8,1,0,0,NA,7,7,0,15.708320877596,NA,0,0,0,0,2,-1
"8862","2009",707,30,9,1,0,0,NA,8,8,0,13.0308046797976,NA,0,0,0,0,2,-1
"8863","2010",707,31,10,1,0,0,NA,9,9,0,15.8199996948242,NA,0,0,0,0,2,-1
"8864","2011",707,32,11,1,0,0,NA,10,10,0,14.9138552776873,NA,0,0,0,0,2,-1
"8865","2012",707,33,12,1,0,0,NA,11,11,0,11.6248917223052,NA,0,0,0,0,2,-1
"8866","2013",707,34,13,1,0,0,NA,12,12,0,15.6005900945954,NA,0,1,0,0,2,-1
"8867","2014",707,35,14,1,0,0,NA,13,13,0,17.9060588860776,NA,1,0,0,0,2,-1
"8868","2015",707,36,15,1,0,0,NA,14,14,0,16.0839426377341,NA,1,0,0,0,2,-1
"8869","2016",707,37,16,1,0,0,NA,15,15,0,17.4439719106673,NA,1,0,0,0,2,-1
"8870","2017",707,38,17,1,0,0,NA,16,16,0,11.1198596605744,NA,1,0,0,0,2,-1
"8871","2018",707,39,18,1,0,0,NA,17,17,0,11.3149757743622,NA,1,0,0,0,2,-1
"8872","2003",708,24,3,0,1,1,3,0,0,0,3.19061872909699,NA,0,0,0,0,1,-1
"8873","2004",708,25,4,0,1,1,4,1,0,1,3.31297350474045,NA,0,0,0,0,1,-1
"8874","2005",708,26,5,0,1,1,5,2,0,2,5.87953720953035,NA,0,0,0,0,2,-1
"8875","2006",708,27,6,0,1,1,6,3,1,2,7.43077725717,NA,0,0,0,0,2,-1
"8876","2007",708,28,7,0,1,1,7,4,2,2,13.0718954248366,NA,0,0,0,0,2,-1
"8877","2008",708,29,8,0,1,1,8,5,3,2,16.1336913398578,NA,0,0,0,0,2,-1
"8878","2009",708,30,9,0,1,1,9,6,4,2,22.2826760024539,NA,0,0,0,0,2,-1
"8879","2010",708,31,10,0,1,1,10,7,5,2,19.5900001525879,NA,0,0,0,0,2,-1
"8880","2011",708,32,11,0,1,1,11,8,6,2,8.61689416044152,NA,0,0,0,0,2,-1
"8881","2012",708,33,12,0,1,1,12,9,7,2,12.850064120895,NA,0,0,0,0,2,-1
"8882","2013",708,34,13,0,1,1,13,10,8,2,NA,NA,0,0,0,0,2,-1
"8883","2014",708,35,14,0,1,1,14,11,9,2,9.33988879960626,NA,0,0,0,0,2,-1
"8884","2015",708,36,15,0,1,1,15,12,10,2,16.8077200564322,NA,0,0,0,0,2,-1
"8885","2016",708,37,16,0,1,1,16,13,11,2,16.608114887179,NA,0,0,0,0,2,-1
"8886","2017",708,38,17,0,1,1,17,14,12,2,20.9566585910825,NA,0,0,0,0,2,-1
"8887","2018",708,39,18,0,0,1,NA,15,13,2,22.4910110702539,NA,0,0,0,0,2,-1
"8888","2001",709,22,1,1,1,1,1,0,0,0,NA,22162.665160926,0,0,0,0,0,-1
"8889","2002",709,23,2,1,1,1,2,0,0,0,2.87266645383808,33938.6770428016,0,1,0,0,1,-1
"8890","2003",709,24,3,1,1,1,3,1,0,1,3.19061872909699,30812.2608695652,1,0,0,0,1,-1
"8891","2004",709,25,4,1,1,1,4,2,0,2,5.55240522775403,31167.3478030704,1,0,0,0,1,-1
"8892","2005",709,26,5,1,1,1,5,3,0,3,NA,39078.1362007168,1,0,0,0,0,-1
"8893","2006",709,27,6,1,1,1,6,3,0,3,NA,32448.8095238095,1,0,0,0,0,-1
"8894","2007",709,28,7,1,1,1,7,3,0,3,NA,21000,1,0,0,1,0,-1
"8895","2008",709,29,8,1,2,2,0,3,0,3,NA,28054.189676874,1,0,0,0,0,-1
"8896","2009",709,30,9,1,2,2,1,3,0,3,NA,40656.1106009686,1,0,0,0,0,-1
"8897","2010",709,31,10,1,2,2,2,3,0,3,NA,82000,1,0,0,0,0,-1
"8898","2011",709,32,11,1,2,2,3,3,0,3,NA,48470.0296524836,1,0,0,0,0,-1
"8899","2012",709,33,12,1,2,2,4,3,0,3,NA,75979.685880293,1,0,0,0,0,-1
"8900","2005",710,26,5,1,0,0,NA,4,0,4,13.3982181259601,26796.4362519201,0,1,0,0,1,-1
"8901","2006",710,27,6,1,0,0,NA,5,0,5,9.78872441265318,31367.1825396825,1,0,0,0,1,-1
"8902","2007",710,28,7,1,0,0,NA,6,0,6,30.6122448979592,35000,1,0,0,0,1,-1
"8903","2008",710,29,8,1,0,0,NA,7,0,7,7.63641115860821,37473.1053445609,1,0,0,0,1,-1
"8904","2009",710,30,9,1,0,0,NA,8,0,8,21.1750576046711,44721.7216610655,1,0,0,1,1,-1
"8905","2010",710,31,10,1,1,1,0,9,0,9,22.4699993133545,45760,1,0,0,0,1,-1
"8906","2011",710,32,11,1,1,1,1,10,0,10,11.1853914582654,36837.2225358875,1,0,0,1,1,-1
"8907","2012",710,33,12,1,2,2,0,11,0,11,6.1353596710636,36090.3507931392,1,0,0,0,1,-1
"8908","2013",710,34,13,1,2,2,1,12,0,12,7.78781457522204,41054.5128929373,1,0,0,0,1,-1
"8909","2014",710,35,14,1,2,2,2,13,0,13,4.5778346945544,40233.3657745337,1,0,0,0,1,-1
"8910","2015",710,36,15,1,2,2,3,14,0,14,18.4000303775679,43700.0721467237,1,0,0,0,1,-1
"8911","2016",710,37,16,1,2,2,4,15,0,15,13.5645049792106,38158.6870382947,1,0,0,0,1,-1
"8912","2017",710,38,17,1,2,2,5,16,0,16,18.4234361240286,37362.72845953,1,0,0,0,1,-1
"8913","2018",710,39,18,1,2,2,6,17,0,17,27.4841892771537,22230.4977559367,1,0,0,0,1,-1
"8914","2007",712,27,6,0,0,0,NA,5,5,0,9.61538461538461,25000,0,0,0,0,2,-1
"8915","2008",712,28,7,0,0,0,NA,6,6,0,10.9482239053796,34434.7454517587,0,0,0,1,1,-1
"8916","2009",712,29,8,0,1,1,0,7,6,1,NA,35574.0967758475,0,0,0,0,0,-1
"8917","2010",712,30,9,0,1,1,1,7,6,1,NA,35000,0,0,0,0,0,-1
"8918","2011",712,31,10,0,1,1,2,7,6,1,NA,39745.4243150365,0,0,0,0,0,-1
"8919","2012",712,32,11,0,1,1,3,7,6,1,3.07717728720935,38939.5890136502,0,0,0,0,1,-1
"8920","2013",712,33,12,0,1,1,4,8,6,2,NA,48673.8410951377,0,0,0,0,0,-1
"8921","2014",712,34,13,0,1,1,5,8,6,2,NA,50660.1446336848,0,0,0,0,0,-1
"8922","2015",712,35,14,0,1,1,6,8,6,2,NA,48760.0805005548,0,0,0,0,0,-1
"8923","2016",712,36,15,0,1,1,7,8,6,2,NA,48152.6288816576,0,0,0,0,0,-1
"8924","2017",712,37,16,0,1,1,8,8,6,2,14.9690418507732,NA,0,0,0,1,2,-1
"8925","2018",712,38,17,0,2,2,0,9,7,2,6.26101131516914,NA,0,0,0,0,2,-1
"8926","2003",713,23,2,1,0,0,NA,1,0,1,22.3075191815857,NA,0,0,0,0,1,-1
"8927","2004",713,24,3,1,0,0,NA,2,0,2,10.5968986053224,NA,0,0,0,0,1,-1
"8928","2005",713,25,4,1,0,0,NA,3,0,3,26.8393792587341,NA,0,0,0,0,1,-1
"8929","2006",713,26,5,1,0,0,NA,4,0,4,20.8862164858409,NA,0,0,0,0,2,-1
"8930","2007",713,27,6,1,0,0,NA,5,1,4,21.6346153846154,65000,0,0,0,0,2,-1
"8931","2008",713,28,7,1,0,0,NA,6,2,4,24.4790529469462,65831.1310107151,0,1,0,0,2,-1
"8932","2009",713,29,8,1,0,0,NA,7,3,4,22.7713311779464,71148.193551695,1,0,0,0,2,-1
"8933","2010",713,30,9,1,0,0,NA,8,4,4,24.7900009155273,75000,1,0,0,0,2,-1
"8934","2011",713,31,10,1,0,0,NA,9,5,4,23.246971914095,77552.0474439737,1,0,0,1,2,-1
"8935","2012",713,32,11,1,1,1,0,10,6,4,23.9715906778528,79495.6458444036,1,0,0,0,2,-1
"8936","2013",713,33,12,1,1,1,1,11,7,4,26.10098727365,87987.3281335182,1,0,0,0,2,-1
"8937","2014",713,34,13,1,1,1,2,12,8,4,26.1866895890165,87503.8861854555,1,0,0,0,2,-1
"8938","2015",713,35,14,1,1,1,3,13,9,4,22.1154211268844,69000.1139158795,1,0,0,0,2,-1
"8939","2016",713,36,15,1,1,1,4,14,10,4,27.2380338081051,70866.1330711188,1,0,0,0,2,-1
"8940","2017",713,37,16,1,1,1,5,15,11,4,17.1074764008837,75615.045691906,1,0,0,0,0,-1
"8941","2018",713,38,17,1,1,1,6,15,11,4,5.01054576670866,78154.093673215,1,0,0,0,0,-1
"8942","2005",714,25,4,1,0,0,NA,3,2,1,NA,NA,0,0,0,0,0,-1
"8943","2006",714,26,5,1,0,0,NA,3,2,1,4.39140549366436,NA,0,0,0,0,1,-1
"8944","2007",714,27,6,1,0,0,NA,4,2,2,3.84615384615385,NA,0,0,0,0,1,-1
"8945","2008",714,28,7,1,0,0,NA,5,2,3,NA,NA,0,0,0,0,0,-1
"8946","2009",714,29,8,1,0,0,NA,5,2,3,NA,NA,0,0,0,0,0,-1
"8947","2010",714,30,9,1,0,0,NA,5,2,3,75,NA,0,0,0,0,1,-1
"8948","2005",715,25,4,0,1,1,3,3,0,3,80.6374239062411,NA,0,0,0,1,0,-1
"8949","2006",715,26,5,0,2,2,0,3,0,3,6.15445760157373,NA,0,0,0,0,1,-1
"8950","2007",715,27,6,0,2,2,1,4,0,4,6.15384615384615,NA,0,0,0,1,1,-1
"8951","2008",715,28,7,0,3,3,0,5,0,5,7.78832924983518,NA,0,0,0,0,1,-1
"8952","2009",715,29,8,0,3,3,1,6,0,6,7.81848280787858,NA,0,0,0,0,1,-1
"8953","2010",715,30,9,0,3,3,2,7,0,7,8.23999977111816,NA,0,0,0,0,2,-1
"8954","2011",715,31,10,0,3,3,3,8,1,7,9.06923631751252,NA,0,0,0,0,2,-1
"8955","2012",715,32,11,0,3,3,4,9,2,7,9.383491314906,NA,0,0,0,0,2,-1
"8956","2013",715,33,12,0,3,3,5,10,3,7,9.00034043918967,NA,0,0,0,0,2,-1
"8957","2014",715,34,13,0,3,3,6,11,4,7,9.32146650718721,NA,0,0,0,0,1,-1
"8958","2015",715,35,14,0,3,3,7,12,4,8,9.28847687329147,NA,0,0,0,0,2,-1
"8959","2016",715,36,15,0,3,3,8,13,5,8,10.9206532301896,NA,0,0,0,0,2,-1
"8960","2017",715,37,16,0,3,3,9,14,6,8,11.1198596605744,NA,0,0,0,0,2,-1
"8961","2018",715,38,17,0,3,3,10,15,7,8,12.5220226303383,NA,0,0,0,0,2,-1
"8962","2005",716,25,4,1,0,0,NA,3,0,3,10.7357517034936,22330.3635432668,0,0,0,0,2,-1
"8963","2006",716,26,5,1,0,0,NA,4,1,3,11.7572851936779,41101.8253968254,0,1,0,0,2,-1
"8964","2007",716,27,6,1,0,0,NA,5,2,3,10.0961538461538,43000,1,0,0,0,2,-1
"8965","2008",716,28,7,1,0,0,NA,6,3,3,11.414105794244,45575.3983920336,1,0,0,0,2,-1
"8966","2009",716,29,8,1,0,0,NA,7,4,3,12.2163793873103,45738.1244260897,1,0,0,0,2,-1
"8967","2010",716,30,9,1,0,0,NA,8,5,3,12.7600002288818,50000,1,0,0,0,2,-1
"8968","2011",716,31,10,1,0,0,NA,9,6,3,10.3568439428384,53317.0326177319,1,0,0,0,2,-1
"8969","2012",716,32,11,1,0,0,NA,10,7,3,11.8148407558563,56984.7644102198,1,0,0,0,2,-1
"8970","2013",716,33,12,1,0,0,NA,11,8,3,13.7148044787652,65522.4783973008,1,0,0,1,2,-1
"8971","2014",716,34,13,1,1,1,0,12,9,3,16.1928243417294,73687.4831035415,1,0,0,0,2,-1
"8972","2015",716,35,14,1,1,1,1,13,10,3,13.9011218511845,46000.0759439196,1,0,0,0,2,-1
"8973","2016",716,36,15,1,1,1,2,14,11,3,14.5638995101275,45427.0083789223,1,0,0,0,2,-1
"8974","2017",716,37,16,1,1,1,3,15,12,3,17.1074764008837,71167.1018276762,1,0,0,1,2,-1
"8975","2018",716,38,17,1,2,2,0,16,13,3,16.2560508877603,69470.3054873022,1,0,0,0,2,-1
"8976","2005",717,25,4,1,0,0,NA,3,1,2,16.6404151404151,NA,0,0,0,0,2,-1
"8977","2006",717,26,5,1,0,0,NA,4,2,2,17.7062346378962,NA,0,0,0,0,2,-1
"8978","2007",717,27,6,1,0,0,NA,5,3,2,14.4230769230769,NA,0,0,0,0,2,-1
"8979","2008",717,28,7,1,0,0,NA,6,4,2,16.4881670470322,NA,0,0,0,0,2,-1
"8980","2009",717,29,8,1,0,0,NA,7,5,2,21.9894828971585,NA,0,0,0,0,2,-1
"8981","2010",717,30,9,1,0,0,NA,8,6,2,23.7199993133545,NA,0,0,0,0,2,-1
"8982","2011",717,31,10,1,0,0,NA,9,7,2,27.9634786456636,53317.0326177319,0,0,0,1,2,-1
"8983","2012",717,32,11,1,1,1,0,10,8,2,25.6051532721403,61733.4947777381,0,0,0,0,2,-1
